series_id,unit_id,variant,weapon_name,game_namespace,archetype,vtable_addr,class_id,object_size,override_count,overridden_slots,slot_0_destructor,slot_2_oninit,slot_12_onupdate,slot_28_classid_fn,slot_54_canhit,slot_55_cancel,slot_78_factory,slot_79_configdmg,slot_81_createcam,slot_84_config,base_classes
015GNDMUC,008FAUNIG,001,StickerFunnel_OpenRed,EXVS2,StickerLaunchBone,0x14142F388,465,0x1C0,8,0;2;78;79;81;84;88;91,0x14092A1C0,0x140F63FA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E4D0,0x140F63FB0,0x140F63C70,0x140E28260,.?AVCUnitTaskAutomata_015GNDMUC_008FAUNIG_001_StickerFunnel_OpenRed@EXVS2@@|.?AVCUnitTaskAutomata_015GNDMUC_008FAUNIG_001_StickerFunnel_Base@EXVS2@@|.?AVCUnitTaskAutomataStickerLaunchBone@GAM@VDK@@|.?AVCUnitTaskAutomataSticker@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
015GNDMUC,008FAUNIG,001,ThrowFunnelDead,EXVS2,Throw,0x14142E348,465,0x1C0,9,0;22;76;78;79;81;84;87;88,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F637A0,0x140F63750,0x140F63400,.?AVCUnitTaskAutomata_015GNDMUC_008FAUNIG_001_ThrowFunnelDead@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
015GNDMUC,009BANORN,,PsychoFieldEffect,EXVS2,RadiconParentActor,0x141430D10,465,0x1B0,6,0;2;12;79;81;84,0x14092A700,0x140E3DB30,0x140E3DAE0,0x1406A5170,0x1406A5980,0x1406A57D0,0x1406A50D0,0x140E14B30,0x140F64880,0x140F648E0,.?AVCUnitTaskAutomata_015GNDMUC_009BANORN_PsychoFieldEffect@EXVS2@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@|.?AVCUnitTaskAbstract@FWK@VDK@@
015GNDMUC,009BANORN,001,RblDivContainer,EXVS2,Throw,0x1414309E8,465,0x1C0,9,0;22;76;78;79;81;84;87;88,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140E3DA50,0x140F64830,0x140DDCAC0,.?AVCUnitTaskAutomata_015GNDMUC_009BANORN_001_RblDivContainer@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
015GNDMUC,009BANORN,001,RblHydeContainer,EXVS2,Throw,0x1414306C0,465,0x1C0,9,0;22;76;78;79;81;84;87;88,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140E3D960,0x140F64770,0x140DDCAC0,.?AVCUnitTaskAutomata_015GNDMUC_009BANORN_001_RblHydeContainer@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
015GNDMUC,009BANORN,001,RblHydepump,EXVS2,Throw,0x141430398,465,0x1D0,10,0;2;22;76;78;79;81;84;87;88,0x14092A3E0,0x140F76310,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094EC20,0x140F72FA0,0x140F646B0,0x140E3D870,.?AVCUnitTaskAutomata_015GNDMUC_009BANORN_001_RblHydepump@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
015GNDMUC,009BANORN,001,RblMissile,EXVS2,Throw,0x141430070,465,0x1C0,10,0;22;76;78;79;81;84;87;88;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F64600,0x140F645B0,0x140DDCAC0,.?AVCUnitTaskAutomata_015GNDMUC_009BANORN_001_RblMissile@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
016GUNDMW,003TALGS3,001,AssistTaurus,EXVS2,SummonTukimatoiAndActionSimple,0x141431040,465,0x2D0,17,0;2;18;21;30;42;46;72;73;78;79;80;81;84;87;88;90,0x14092A700,0x140DE1070,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E840,0x140F64990,0x140F648F0,0x140DE1820,.?AVCUnitTaskAutomata_016GUNDMW_003TALGS3_001_AssistTaurus@EXVS2@@|.?AVCUnitTaskAutomataSummonTukimatoiAndActionSimple@GAM@VDK@@|.?AVCUnitTaskAutomataSummonTukimatoiAndAction@GAM@VDK@@|.?AVCUnitTaskAutomataSummonTukimatoi@GAM@VDK@@|.?AVCUnitTaskAutomataSummon@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@
016GUNDMW,003TALGS3,001,AssistTaurusGrap,EXVS2,SummonGrap,0x141431698,465,0x290,18,0;2;18;21;30;42;46;72;73;78;79;80;81;84;87;88;89;90,0x14092A700,0x140DE1070,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E560,0x140F64E50,0x140F64AD0,0x140F64B30,.?AVCUnitTaskAutomata_016GUNDMW_003TALGS3_001_AssistTaurusGrap@EXVS2@@|.?AVCUnitTaskAutomataSummonGrap@GAM@VDK@@|.?AVCUnitTaskAutomataSummon@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
016GUNDMW,003TALGS3,001,Winlose,EXVS2,PutObj,0x141431370,465,0x1D0,7,0;2;78;79;80;81;84,0x14092A040,0x140F76310,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E380,0x140F64AA0,0x140F64A40,0x140E28260,.?AVCUnitTaskAutomata_016GUNDMW_003TALGS3_001_Winlose@EXVS2@@|.?AVCUnitTaskAutomataPutObj@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
016GUNDMW,004DTHELL,001,KamaThrow,EXVS2,Throw,0x1414319D0,465,0x1C0,11,0;22;76;78;79;81;84;87;88;89;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F65110,0x140F64EF0,0x140F64F40,.?AVCUnitTaskAutomata_016GUNDMW_004DTHELL_001_KamaThrow@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
016GUNDMW,004DTHELL,001,TauruswRensha,EXVS2,SummonRushShot,0x141431CF8,465,0x2F0,19,0;2;12;18;21;30;42;46;69;72;73;78;79;80;81;84;87;88;90,0x14092A310,0x140F76670,0x140DE1770,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E6F0,0x140F65210,0x140F651B0,0x140DE1820,.?AVCUnitTaskAutomata_016GUNDMW_004DTHELL_001_TauruswRensha@EXVS2@@|.?AVCUnitTaskAutomataSummonRushShot@GAM@VDK@@|.?AVCUnitTaskAutomataSummonRush@GAM@VDK@@|.?AVCUnitTaskAutomataSummon@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
017GYAKCH,001NEWGUN,001,Funnel,EXVS2,FunnelMawarikomi,0x141432028,977,0x210,11,0;2;28;43;69;78;79;81;84;87;88,0x14092A100,0x140F65370,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E050,0x140F65400,0x140F65240,0x140DDCDC0,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_Funnel@EXVS2@@|.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
017GYAKCH,001NEWGUN,001,FunnelIfiTop,EXVS2,FunnelFlyStickOnMySelf,0x141432350,977,0x210,10,0;2;28;43;78;79;81;84;88;91,0x14092A3E0,0x140F654F0,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E0A0,0x140F65590,0x140F65450,0x140E28260,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_FunnelIfiTop@EXVS2@@|.?AVCUnitTaskAutomataFunnelFlyStickOnMySelf@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFlyStick@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelShiftPos@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@
017GYAKCH,001NEWGUN,001,FunnelStayShot,EXVS2,FunnelTukimatoi_ShotOrder,0x1414329A0,977,0x230,10,0;2;28;43;69;78;79;81;84;88,0x14092A700,0x140F75740,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E170,0x140F65AD0,0x140F65910,0x140DDCDC0,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_FunnelStayShot@EXVS2@@|.?AVCUnitTaskAutomataFunnelTukimatoi_ShotOrder@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelMawarikomi_ShotOrder@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelShotImmediate@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@
017GYAKCH,001NEWGUN,001,HissatsuFunnel,EXVS2,FunnelSwarm,0x141650E30,977,0x230,11,0;2;28;43;69;78;79;81;84;87;88,0x140929E00,0x140F75740,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E2F0,0x140F656F0,0x140F65640,0x140DDCDC0,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_HissatsuFunnel@EXVS2@@|.?AVCUnitTaskAutomataFunnelSwarm@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@
017GYAKCH,001NEWGUN,001,PurgeFunnel,EXVS2,RadiconParentActor,0x141432678,465,0x1B0,5,0;79;81;84;88,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x1406A50D0,0x140F65900,0x140F65760,0x140F41EF0,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_PurgeFunnel@EXVS2@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@|.?AVCUnitTaskAbstract@FWK@VDK@@
017GYAKCH,002SAZABI,001,FunnelFly,EXVS2,FunnelMawarikomi,0x141432FF0,977,0x210,11,0;2;28;43;69;78;79;81;84;87;88,0x14092A700,0x140F75740,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E050,0x140F66610,0x140F665B0,0x140DDCDC0,.?AVCUnitTaskAutomata_017GYAKCH_002SAZABI_001_FunnelFly@EXVS2@@|.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
017GYAKCH,002SAZABI,001,FunnelSwarm,EXVS2,FunnelSwarm,0x141433318,977,0x230,11,0;2;28;43;69;78;79;81;84;87;88,0x140929E00,0x140F75740,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E2F0,0x140F667F0,0x140F66720,0x140DDCDC0,.?AVCUnitTaskAutomata_017GYAKCH_002SAZABI_001_FunnelSwarm@EXVS2@@|.?AVCUnitTaskAutomataFunnelSwarm@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@
017GYAKCH,002SAZABI,001,ThrowHissatsuAxis,EXVS2,Throw,0x141432CC8,465,0x1C0,15,0;2;12;22;49;58;76;78;79;81;84;86;87;88;89,0x14092A200,0x140F66190,0x140F65DD0,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F66560,0x140F65BA0,0x140F66470,.?AVCUnitTaskAutomata_017GYAKCH_002SAZABI_001_ThrowHissatsuAxis@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
017GYAKCH,003REGZ00,001,BwsPorori,EXVS2,FreeFall_Interaction,0x141433968,465,0x1C0,11,0;2;22;49;78;79;81;84;87;88;89,0x14092A3E0,0x140F75740,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094DF60,0x140DDCF80,0x140F66C10,0x140E0A0D0,.?AVCUnitTaskAutomata_017GYAKCH_003REGZ00_001_BwsPorori@EXVS2@@|.?AVCUnitTaskAutomataFreeFall_Interaction@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
017GYAKCH,003REGZ00,001,BwsThrow,EXVS2,Throw,0x141433640,465,0x1C0,11,0;2;22;76;78;79;81;84;87;88;89,0x14092A3E0,0x140F75740,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F66BE0,0x140F66900,0x140F66980,.?AVCUnitTaskAutomata_017GYAKCH_003REGZ00_001_BwsThrow@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
017GYAKCH,003REGZ00,001,Spawner_ThrowPsychoframe,EXVS2,RadiconParentActor,0x141433FB8,465,0x1B0,5,0;2;58;79;81,0x14092A3E0,0x140F66F60,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x1406A50D0,0x140F66F90,0x140F66E10,0x140E26F80,.?AVCUnitTaskAutomata_017GYAKCH_003REGZ00_001_Spawner_ThrowPsychoframe@EXVS2@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@|.?AVCUnitTaskAbstract@FWK@VDK@@
017GYAKCH,003REGZ00,001,ThrowPsychoframe,EXVS2,Throw,0x141433C90,465,0x1C0,11,0;22;76;78;79;81;84;86;87;88;89,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F66DE0,0x140F66D30,0x140F41EF0,.?AVCUnitTaskAutomata_017GYAKCH_003REGZ00_001_ThrowPsychoframe@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
017GYAKCH,004JGDOGA,001,FunnelFly,EXVS2,FunnelMawarikomi,0x1414342E0,977,0x210,11,0;2;28;43;69;78;79;81;84;87;88,0x14092A700,0x140F75740,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E050,0x140F67010,0x140F66FB0,0x140DDCDC0,.?AVCUnitTaskAutomata_017GYAKCH_004JGDOGA_001_FunnelFly@EXVS2@@|.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
017GYAKCH,004JGDOGA,001,FunnelShotMissile,EXVS2,Funnel,0x141434C60,977,0x200,10,0;2;28;43;78;79;81;84;87;88,0x14092A3E0,0x140F75740,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E010,0x140F67A40,0x140F67790,0x140F67A10,.?AVCUnitTaskAutomata_017GYAKCH_004JGDOGA_001_FunnelShotMissile@EXVS2@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
017GYAKCH,004JGDOGA,001,GearadogaHissatsu,EXVS2,SummonRushShot,0x141434608,465,0x2F0,19,0;2;12;18;21;30;42;46;69;72;73;78;79;80;81;84;87;88;90,0x14092A310,0x140DE1070,0x140DE1770,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E6F0,0x140F674E0,0x140F67180,0x140DE1820,.?AVCUnitTaskAutomata_017GYAKCH_004JGDOGA_001_GearadogaHissatsu@EXVS2@@|.?AVCUnitTaskAutomataSummonRushShot@GAM@VDK@@|.?AVCUnitTaskAutomataSummonRush@GAM@VDK@@|.?AVCUnitTaskAutomataSummon@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
017GYAKCH,004JGDOGA,001,GearadogaWire,EXVS2,Throw,0x141434938,465,0x1C0,10,0;22;76;78;79;81;84;87;88;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F67750,0x140F676C0,0x140DDF870,.?AVCUnitTaskAutomata_017GYAKCH_004JGDOGA_001_GearadogaWire@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
017GYAKCH,004JGDOGA,001,NuclearMissile,EXVS2,Throw,0x141434F88,465,0x1C0,9,0;22;76;78;79;81;84;87;88,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F67CC0,0x140F67C40,0x140F67C90,.?AVCUnitTaskAutomata_017GYAKCH_004JGDOGA_001_NuclearMissile@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
017GYAKCH,006NEWHWS,001,AttachChangeKickBackSaber,EXVS2,Attach,0x1414355E8,465,0x220,8,0;2;78;79;81;84;88;91,0x14092A3E0,0x140F88D10,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094DD20,0x140F68280,0x140F68080,0x140DE1E80,.?AVCUnitTaskAutomata_017GYAKCH_006NEWHWS_001_AttachChangeKickBackSaber@EXVS2@@|.?AVCUnitTaskAutomataAttach@GAM@VDK@@|.?AVCUnitTaskAutomataAttachAbstract@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
017GYAKCH,006NEWHWS,001,AttachChangeSaber,EXVS2,Sticker,0x1414352B0,465,0x1C0,8,0;2;78;79;81;84;89;91,0x14092A700,0x140DDD100,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E4D0,0x140F68040,0x140F67D10,0x140E28260,.?AVCUnitTaskAutomata_017GYAKCH_006NEWHWS_001_AttachChangeSaber@EXVS2@@|.?AVCUnitTaskAutomataSticker@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
017GYAKCH,006NEWHWS,001,Funnel,EXVS2,FunnelMawarikomi,0x141435910,977,0x210,11,0;2;28;43;69;78;79;81;84;87;88,0x14092A700,0x140F75740,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E050,0x140F68620,0x140F682E0,0x140DDCDC0,.?AVCUnitTaskAutomata_017GYAKCH_006NEWHWS_001_Funnel@EXVS2@@|.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
