# Generated by tools/param_evidence_registry.py. Do not hand-edit; regenerate.
file_type	hash	canonical_key	kind	grade	mechanism	distinct_values	citation
characterparam	0xab4673ae	target_position_offset_slot_1_y	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xae7ff94f	sub_shot_cost_scaled	2	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xaeac01a7	unresolved_210	2	U	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xaf153580	hp_ratio_family_a_band_35_to_40	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xb2900720	self_hp_reduction_amount_slot_1	2	C	data_table	9	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xb2e6b445	reserved_flag_21c	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xb3373bd9	burst_mobility_multiplier_slot_2	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0xb4f17b6f	target_position_offset_default_z	5	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xb58b705c	reserved_flag_228	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xb5fdc339	self_hp_reduction_amount_slot_5	2	C	data_table	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xb7d5327e	base_max_durability	2	C	code_getter_probed	7	docs/characterparam-native-consumer-map-ob.md
characterparam	0xb91793d4	damage_calculation_multiplier_slot_3	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xba900811	burst_melee_attack_multiplier_slot_2	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0xbae8c388	lock_distance_threshold_family_2_default	5	C	code_getter_inline	7	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xbb19842f	low_durability_incoming_damage_multiplier_band_30_to_35	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xbc427d55	target_relative_camera_back_distance_high_elevation	5	C	code_getter_probed	4	docs/characterparam-native-consumer-map-ob.md
characterparam	0xbe256e0c	burst_ranged_attack_multiplier_slot_4	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0xbe8d97fb	reserved_flag_24c	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xc1405939	low_durability_incoming_damage_multiplier_band_25_to_30	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xc28c40ca	reserved_flag_254	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xc2faf3af	self_hp_reduction_amount_slot_6	2	C	data_table	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xc3f64bf9	target_position_offset_default_x	5	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xc4852f00	reserved_flag_260	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xc59737b6	self_hp_reduction_amount_slot_2	2	C	data_table	7	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xc5e184d3	reserved_flag_268	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xc6a88d7f	charge_shot_cost	2	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xc6e2ad28	unresolved_270	5	U	code_getter_probed	6	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xc8b2f571	collision_sphere_1_center_z	5	C	data_table	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xcaf44b28	collision_sphere_1_center_y	5	C	data_table	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xcb36211f	collision_sphere_1_center_x	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xd01d00df	unresolved_280	5	U	code_getter_probed	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xd249350c	lock_distance_threshold_family_2_slot_0	5	C	code_getter_inline	7	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xd24dc1fd	collision_sphere_1_radius	5	C	data_table	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xd2d0c774	unresolved_28c	5	U	absent	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0xd524f115	lock_distance_threshold_family_2_slot_4	5	C	code_getter_inline	7	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xd54ce896	hp_ratio_family_a_band_40_to_45	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xd6f39d3c	unit_position_query_local_offset_z	5	C	code_getter_probed	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xd854f864	reserved_29c	5	U	absent	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xd8f4fbd2	melee_cost	2	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xdc414338	target_position_offset_slot_2_y	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xdc9c3d2f	hp_ratio_family_b_band_20_to_25	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0xdd83290f	target_position_offset_slot_2_x	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xde07fd61	target_position_offset_slot_2_z	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xdf888e8b	unresolved_2b4	2	U	absent	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xe1d22572	low_durability_incoming_damage_multiplier_band_35_to_40	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xe1d56972	target_relative_camera_back_distance_normal_elevation	5	C	code_getter_probed	12	docs/characterparam-native-consumer-map-ob.md
characterparam	0xe2c6fd16	sub_shot_damage	2	C	code_getter_inline	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xe3e5d41d	unresolved_2c4	5	U	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xe6213731	action_label_offset	7	S	string_offset	10	docs/characterparam-native-consumer-map-ob.md
characterparam	0xe6e29192	lock_distance_threshold_family_1_slot_2	5	C	code_getter_inline	9	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xe883dfab	low_durability_incoming_damage_multiplier_band_00_to_05	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xe90161f5	burst_melee_attack_multiplier_slot_4	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0xe9f462f6	target_tracking_response_component_limit	5	C	code_getter_probed	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xeb1219a4	main_shot_damage	2	C	code_getter_inline	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xecbc202d	reserved_2e4	5	U	absent	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xed170e69	state_lt_2_positive_accumulator_add_2e8	2	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xedb407e8	burst_ranged_attack_multiplier_slot_2	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0xee92bcab	state_bit_0100_multiplier_2f0	5	C	code_getter_probed	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xf15c6a7f	conditional_incoming_damage_multiplier_slot_4	5	C	code_getter_inline	3	docs/characterparam-native-consumer-map-ob.md
characterparam	0xf25a5100	conditional_incoming_damage_multiplier_slot_0	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0xf3c4cae9	resource_label_offset	7	S	string_offset	13	docs/characterparam-native-consumer-map-ob.md
characterparam	0xf55fbbbd	hp_ratio_family_b_band_05_to_10	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0xf5de94dd	hp_ratio_family_a_band_30_to_35	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xf73592c7	reserved_30c	5	U	absent	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xfbb81ba9	collision_sphere_0_center_x	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xfeadd5be	collision_sphere_radius_scale	5	C	code_getter_probed	5	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xfee76495	assist_cost	2	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
