series_id,unit_id,variant,cam_name,game_namespace,vtable_addr,slot1_execute
014GNDM00,012OOG7SG,002,AssistDynamesShotMissile,EXVS2,0x14164BA08,0x14068E280
014GNDM00,012OOG7SG,002,AssistDynamesShotMissile_6_3,EXVS2,0x14164BBF0,0x14068E280
014GNDM00,012OOG7SG,002,BusterDocking,EXVS2,0x14164B800,0x14068E280
014GNDM00,012OOG7SG,002,ThrowDynamesMissile,EXVS2,0x14164BAE8,0x14068E280
014GNDM00,012OOG7SG,002,ThrowGNDagger,EXVS2,0x14164BE00,0x14068E280
014GNDM00,014TITAOZ,001,AssistTierenNormalCapture,EXVS2,0x14164BF38,0x14068E280
014GNDM00,014TITAOZ,001,AssistTierenSmirnovCapture,EXVS2,0x14164C0A8,0x14068E280
014GNDM00,014TITAOZ,001,AssistTierenSmirnovHissatsu,EXVS2,0x14164C158,0x14068E280
014GNDM00,014TITAOZ,001,AssistTierenSmirnovRush,EXVS2,0x14164C290,0x14068E280
014GNDM00,014TITAOZ,001,AssistTierenSmirnovTsukimatoi,EXVS2,0x14164C380,0x14068E280
014GNDM00,014TITAOZ,001,CarbonNet,EXVS2,0x14164C470,0x14068E280
014GNDM00,016JAGDAC,001,FungSword,EXVS2,0x14164C5D8,0x14068E280
014GNDM00,016JAGDAC,001,NotifyStealth,EXVS2,0x14164C678,0x14068E280
014GNDM00,017KYRIOS,001,GnShieldClaw,EXVS2,0x14164C748,0x14068E280
014GNDM00,019THEINS,001,TukimatoiTheinsCommon,EXVS2,0x14164C838,0x14068E280
014GNDM00,020THZWEI,001,FangThzwei,EXVS2,0x14164C988,0x14068E280
014GNDM00,020THZWEI,001,FangThzweiSword,EXVS2,0x14164CAD8,0x14068E280
014GNDM00,025GARAZO,001,AssistGaga,EXVS2,0x14164CBE8,0x14068E280
014GNDM00,025GARAZO,001,LosePod,EXVS2,0x14164CCC8,0x14068E280
014GNDM00,026AHEADS,001,ExShotAssistGnArcher,EXVS2,0x14164D3C0,0x14068E280
014GNDM00,026AHEADS,001,ExShotAssistGnx,EXVS2,0x14164D178,0x14068E280
014GNDM00,026AHEADS,001,GrapAssistGnx,EXVS2,0x14164D048,0x14068E280
014GNDM00,026AHEADS,001,Panel,EXVS2,0x14164CDA8,0x14068E280
014GNDM00,026AHEADS,001,PanelFall,EXVS2,0x14164CF18,0x14068E280
014GNDM00,026AHEADS,001,RushAssistGnx,EXVS2,0x14164D2A8,0x14068E280
015GNDMUC,001UNIGUN,001,ShieldFunnel,EXVS2,0x14164D518,0x14068E280
015GNDMUC,001UNIGUN,001,ShieldThrow,EXVS2,0x14164D5D0,0x14068E280
015GNDMUC,002KSHATR,001,FunnelFlyNormal,EXVS2,0x14164DA50,0x14068E280
015GNDMUC,002KSHATR,001,FunnelFlySetPoint,EXVS2,0x14164DBA0,0x14068E280
015GNDMUC,002KSHATR,001,FunnelNet,EXVS2,0x14164D8D0,0x14068E280
015GNDMUC,002KSHATR,001,FunnelNetBase,EXVS2,0x14164D768,0x14068E280
015GNDMUC,002KSHATR,001,FunnelShot,EXVS2,0x14164DD38,0x14068E280
015GNDMUC,002KSHATR,001,FunnelTukimatoiShot,EXVS2,0x14164DE80,0x14068E280
015GNDMUC,003SINANJ,001,Meteo,EXVS2,0x14164E330,0x14068E280
015GNDMUC,003SINANJ,001,MeteoHissatsu,EXVS2,0x14164E4C0,0x14068E280
015GNDMUC,003SINANJ,001,MeteoWall,EXVS2,0x14164E3F8,0x14068E280
015GNDMUC,003SINANJ,001,Meteo_abstract,EXVS2,0x14164E298,0x14068E280
015GNDMUC,006ROZENZ,001,AssistGearaZulu,EXVS2,0x14164EA08,0x14068E280
015GNDMUC,006ROZENZ,001,IncomAnchor,EXVS2,0x14164E7C8,0x14068E280
015GNDMUC,006ROZENZ,001,IncomFly,EXVS2,0x14164E910,0x14068E280
015GNDMUC,006ROZENZ,001,IncomRelay,EXVS2,0x14164E6F8,0x14068E280
015GNDMUC,006ROZENZ,001,IncomShot,EXVS2,0x14164E658,0x14068E280
015GNDMUC,006ROZENZ,001,PsycoJammer,EXVS2,0x14164EB58,0x14068E280
015GNDMUC,006ROZENZ,001,PsycoJammerCore,EXVS2,0x14164ECA8,0x14068E280
015GNDMUC,008FAUNIG,001,AssistHissatsuNorn,EXVS2,0x1416500C0,0x14068E280
015GNDMUC,008FAUNIG,001,AssistNornShot,EXVS2,0x1416501E8,0x14068E280
015GNDMUC,008FAUNIG,001,DetonatorBooster,EXVS2,0x14164F0F8,0x14068E280
015GNDMUC,008FAUNIG,001,FunnelAttachChange,EXVS2,0x14164F268,0x14068E280
015GNDMUC,008FAUNIG,001,FunnelFly,EXVS2,0x14164F4A8,0x14068E280
015GNDMUC,008FAUNIG,001,FunnelFlySword,EXVS2,0x14164F740,0x14068E280
015GNDMUC,008FAUNIG,001,FunnelFly_Double,EXVS2,0x14164F5F0,0x14068E280
015GNDMUC,008FAUNIG,001,FunnelModel,EXVS2,0x14164F358,0x14068E280
015GNDMUC,008FAUNIG,001,FunnelNotify,EXVS2,0x14164F198,0x14068E280
015GNDMUC,008FAUNIG,001,FunnelSankaiBase,EXVS2,0x14164F9C0,0x14068E280
015GNDMUC,008FAUNIG,001,FunnelSankaiSelf,EXVS2,0x14164FB08,0x14068E280
015GNDMUC,008FAUNIG,001,StickerFunnel_Close,EXVS2,0x14164FF40,0x14068E280
015GNDMUC,008FAUNIG,001,StickerFunnel_OpenGreen,EXVS2,0x141650020,0x14068E280
015GNDMUC,008FAUNIG,001,StickerFunnel_OpenRed,EXVS2,0x14164FFB0,0x14068E280
015GNDMUC,008FAUNIG,001,ThrowFunnelDead,EXVS2,0x14164F820,0x14068E280
015GNDMUC,009BANORN,,PsychoFieldEffect,EXVS2,0x141650608,0x14068E280
015GNDMUC,009BANORN,001,RblDivContainer,EXVS2,0x141650568,0x14068E280
015GNDMUC,009BANORN,001,RblHydeContainer,EXVS2,0x141650488,0x14068E280
015GNDMUC,009BANORN,001,RblHydepump,EXVS2,0x1416503A8,0x14068E280
015GNDMUC,009BANORN,001,RblMissile,EXVS2,0x1416502C8,0x14068E280
016GUNDMW,003TALGS3,001,AssistTaurus,EXVS2,0x141650700,0x14068E280
016GUNDMW,003TALGS3,001,AssistTaurusGrap,EXVS2,0x1416508B8,0x14068E280
016GUNDMW,003TALGS3,001,Winlose,EXVS2,0x1416507A8,0x14068E280
016GUNDMW,004DTHELL,001,KamaThrow,EXVS2,0x141650998,0x14068E280
016GUNDMW,004DTHELL,001,TauruswRensha,EXVS2,0x141650AC0,0x14068E280
017GYAKCH,001NEWGUN,001,Funnel,EXVS2,0x141650C10,0x14068E280
017GYAKCH,001NEWGUN,001,FunnelIfiTop,EXVS2,0x141650D88,0x14068E280
017GYAKCH,001NEWGUN,001,FunnelStayShot,EXVS2,0x141651490,0x14068E280
017GYAKCH,001NEWGUN,001,HissatsuFunnel,EXVS2,0x141651250,0x14068E280
017GYAKCH,001NEWGUN,001,PurgeFunnel,EXVS2,0x1416512F0,0x14068E280
017GYAKCH,002SAZABI,001,FunnelFly,EXVS2,0x141651760,0x14068E280
017GYAKCH,002SAZABI,001,FunnelSwarm,EXVS2,0x1416518D8,0x14068E280
017GYAKCH,002SAZABI,001,ThrowHissatsuAxis,EXVS2,0x141651570,0x14068E280
017GYAKCH,003REGZ00,001,BwsPorori,EXVS2,0x1416519D8,0x14068E280
017GYAKCH,003REGZ00,001,Spawner_ThrowPsychoframe,EXVS2,0x141651B58,0x14068E280
017GYAKCH,003REGZ00,001,ThrowPsychoframe,EXVS2,0x141651AB8,0x14068E280
017GYAKCH,004JGDOGA,001,FunnelFly,EXVS2,0x141651CA0,0x14068E280
017GYAKCH,004JGDOGA,001,FunnelShotMissile,EXVS2,0x141651FB0,0x14068E280
017GYAKCH,004JGDOGA,001,GearadogaHissatsu,EXVS2,0x141651DB0,0x14068E280
017GYAKCH,004JGDOGA,001,GearadogaWire,EXVS2,0x141651E90,0x14068E280
017GYAKCH,004JGDOGA,001,NuclearMissile,EXVS2,0x141652090,0x14068E280
017GYAKCH,006NEWHWS,001,AttachChangeKickBackSaber,EXVS2,0x141652200,0x14068E280
017GYAKCH,006NEWHWS,001,AttachChangeSaber,EXVS2,0x141652130,0x14068E280
017GYAKCH,006NEWHWS,001,Funnel,EXVS2,0x141652348,0x14068E280
017GYAKCH,006NEWHWS,001,FunnelAttachChangeWeapon,EXVS2,0x141652698,0x14068E280
017GYAKCH,006NEWHWS,001,FunnelStayShot,EXVS2,0x1416524E8,0x14068E280
017GYAKCH,006NEWHWS,001,MbShieldDocking,EXVS2,0x1416525B0,0x14068E280
017GYAKCH,007NGLRFF,001,DummyBalloon,EXVS2,0x141652A38,0x14068E280
017GYAKCH,007NGLRFF,001,FunnelBoomerang,EXVS2,0x141652958,0x14068E280
017GYAKCH,007NGLRFF,001,FunnelShot,EXVS2,0x141652868,0x14068E280
018GGUNDM,001GODGND,001,AssistHuunsaikiRushKijou,EXVS2,0x141652F10,0x14068E280
018GGUNDM,001GODGND,001,GodShadow,EXVS2,0x141652AD8,0x14068E280
018GGUNDM,001GODGND,001,GodSlash,EXVS2,0x141652BC0,0x14068E280
018GGUNDM,001GODGND,001,KingOfHeart,EXVS2,0x141652CD8,0x14068E280
018GGUNDM,001GODGND,001,Tenkyouken,EXVS2,0x141652DB8,0x14068E280
018GGUNDM,001GODGND,001,XShockWave,EXVS2,0x141652FF8,0x14068E280
018GGUNDM,002DRAGON,001,DragonClaw,EXVS2,0x141653108,0x14068E280
018GGUNDM,002DRAGON,001,DragonclawAnchorMakituki,EXVS2,0x1416533C8,0x14068E280
018GGUNDM,002DRAGON,001,DragonclawAnchorStick,EXVS2,0x141653480,0x14068E280
018GGUNDM,002DRAGON,001,FeilongFlag,EXVS2,0x1416531B0,0x14068E280
018GGUNDM,002DRAGON,001,FeilongFlagCenter,EXVS2,0x141653258,0x14068E280
018GGUNDM,002DRAGON,001,JuzetsuzinFlag,EXVS2,0x1416532F8,0x14068E280
018GGUNDM,003MASTER,001,AssistHeavensswordGrap,EXVS2,0x141653590,0x14068E280
018GGUNDM,003MASTER,001,ChokyuHaouDeneidanDomon,EXVS2,0x141653630,0x14068E280
018GGUNDM,003MASTER,001,MasterClothMakitsuki,EXVS2,0x1416536D0,0x14068E280
018GGUNDM,003MASTER,001,SmallMaster,EXVS2,0x141653820,0x14068E280
018GGUNDM,004SPIEGL,001,AtemiTeppan,EXVS2,0x1416538C0,0x14068E280
018GGUNDM,004SPIEGL,001,Bunsin,EXVS2,0x141653AB0,0x14068E280
018GGUNDM,004SPIEGL,001,BunsinHissatsu,EXVS2,0x141653BB0,0x14068E280
018GGUNDM,004SPIEGL,001,BunsinRush,EXVS2,0x141653D88,0x14068E280
018GGUNDM,004SPIEGL,001,IronNet,EXVS2,0x1416539A0,0x14068E280
018GGUNDM,004SPIEGL,001,PutObj_Bunsin,EXVS2,0x141653C58,0x14068E280
018GGUNDM,005NOBELG,001,RibbonHobaku,EXVS2,0x141653F08,0x14068E280
018GGUNDM,005NOBELG,001,ThrowHulahoop,EXVS2,0x141653E68,0x14068E280
018GGUNDM,006SHINIG,001,AssistKowloonGundamCloth,EXVS2,0x141654050,0x14068E280
018GGUNDM,006SHINIG,001,AssistKowloonGundamDeneidan,EXVS2,0x1416541C0,0x14068E280
018GGUNDM,006SHINIG,001,DeneidanBlastNotifier,EXVS2,0x141654260,0x14068E280
018GGUNDM,006SHINIG,001,ThrowSmokeGrenade,EXVS2,0x141654318,0x14068E280
018GGUNDM,007RISING,001,GodFinger,EXVS2,0x141654428,0x14068E280
018GGUNDM,007RISING,001,GodTyphoon,EXVS2,0x141654588,0x14068E280
018GGUNDM,008MAXTER,001,ThrowSurfBoard,EXVS2,0x141654658,0x14068E280
020GNSEED,001STRIKE,001,AssistSkygrasperAlRushShot,EXVS2,0x141654948,0x14068E280
020GNSEED,001STRIKE,001,AssistSkygrasperLaRushShot,EXVS2,0x141654840,0x14068E280
020GNSEED,001STRIKE,001,AssistSkygrasperSwRush,EXVS2,0x141654A40,0x14068E280
020GNSEED,001STRIKE,001,RocketAnchor,EXVS2,0x141654730,0x14068E280
020GNSEED,002FOBIDN,001,AssistCalamity,EXVS2,0x141654C50,0x14068E280
020GNSEED,002FOBIDN,001,AssistCalamityLaser,EXVS2,0x141654B48,0x14068E280
020GNSEED,002FOBIDN,001,AssistRaider,EXVS2,0x141654E80,0x14068E280
020GNSEED,002FOBIDN,001,AssistRaiderCalamity,EXVS2,0x141655020,0x14068E280
020GNSEED,002FOBIDN,001,AssistRaiderMA,EXVS2,0x141654D80,0x14068E280
020GNSEED,002FOBIDN,001,ReflectBeam,EXVS2,0x141655100,0x14068E280
020GNSEED,002FOBIDN,001,Winlose,EXVS2,0x141654F28,0x14068E280
020GNSEED,003PRVDNC,001,FunnelBeamCurtain,EXVS2,0x141655248,0x14068E280
020GNSEED,003PRVDNC,001,FunnelBeamCurtainRensha,EXVS2,0x141655C70,0x14068E280
020GNSEED,003PRVDNC,001,FunnelLargeStay,EXVS2,0x1416553E8,0x14068E280
020GNSEED,003PRVDNC,001,FunnelSmallFly,EXVS2,0x141655530,0x14068E280
020GNSEED,003PRVDNC,001,FunnelSmallStay,EXVS2,0x1416556C8,0x14068E280
020GNSEED,003PRVDNC,001,FunnelSmallStayShot,EXVS2,0x141655868,0x14068E280
020GNSEED,003PRVDNC,001,GenesisLaser,EXVS2,0x141655EC0,0x14068E280
020GNSEED,003PRVDNC,001,HissatsuFunnelLargeSpear,EXVS2,0x141655DB8,0x14068E280
020GNSEED,003PRVDNC,001,HissatsuFunnelSpear,EXVS2,0x1416559B0,0x14068E280
020GNSEED,003PRVDNC,001,HissatsuFunnelSwarm,EXVS2,0x141655B28,0x14068E280
020GNSEED,004LAGOWE,001,AssistBucueAir,EXVS2,0x141655FC0,0x14068E280
020GNSEED,004LAGOWE,001,AssistBucueGround,EXVS2,0x1416560C0,0x14068E280
020GNSEED,004LAGOWE,001,AssistBucueMissilePod,EXVS2,0x1416561D0,0x14068E280
020GNSEED,004LAGOWE,001,AssistBucueWinlose,EXVS2,0x141656278,0x14068E280
020GNSEED,006DUELAS,001,AssistBusterGundam,EXVS2,0x141656360,0x14068E280
020GNSEED,009BLITZG,001,Anchor,EXVS2,0x141656430,0x14068E280
020GNSEED,009BLITZG,001,GurRelease,EXVS2,0x141656680,0x14068E280
020GNSEED,009BLITZG,001,GurRush,EXVS2,0x141656790,0x14068E280
020GNSEED,009BLITZG,001,ThrowLancerDart,EXVS2,0x141656598,0x14068E280
020GNSEED,009BLITZG,001,ThrowLancerDartAbstract,EXVS2,0x141656510,0x14068E280
020GNSEED,010RAIDER,001,HammerShot,EXVS2,0x141656870,0x14068E280
020GNSEED,010RAIDER,001,NuclearMissile,EXVS2,0x141656950,0x14068E280
020GNSEED,011BUSTER,001,GunLauncherHESH,EXVS2,0x141656A30,0x14068E280
020GNSEED,011BUSTER,001,GunLauncherHESHMine,EXVS2,0x141656B10,0x14068E280
020GNSEED,011BUSTER,001,GurRelease,EXVS2,0x141656CF0,0x14068E280
020GNSEED,011BUSTER,001,GurRush,EXVS2,0x141656C08,0x14068E280
020GNSEED,013JUSTIC,001,BeamBoomerang,EXVS2,0x141656DA0,0x14068E280
020GNSEED,013JUSTIC,001,Lifter,EXVS2,0x141656E58,0x14068E280
020GNSEED,014CALAMT,001,AssistForbiddenRushAttack,EXVS2,0x141657158,0x14068E280
020GNSEED,014CALAMT,001,AssistForbiddenShot,EXVS2,0x141657260,0x14068E280
020GNSEED,014CALAMT,001,AssistGinnShootDown,EXVS2,0x141657048,0x14068E280
020GNSEED,014CALAMT,001,SpAssistForbiddenRushAttack,EXVS2,0x141657378,0x14068E280
020GNSEED,014CALAMT,001,SpAssistRaiderRushAttack,EXVS2,0x141657498,0x14068E280
020GNSEED,014CALAMT,001,ThrowRaider,EXVS2,0x141656F50,0x14068E280
020GNSEED,014CALAMT,001,Winlose,EXVS2,0x141657540,0x14068E280
021DESTNY,001STRKFR,001,FunnelFly,EXVS2,0x141657688,0x14068E280
021DESTNY,001STRKFR,001,FunnelShot,EXVS2,0x1416969C8,0x14068E280
021DESTNY,001STRKFR,001,FunnelWinlose,EXVS2,0x141657808,0x14068E280
021DESTNY,002INJUST,001,GrappleStinger,EXVS2,0x141657988,0x14068E280
021DESTNY,002INJUST,001,Lifter,EXVS2,0x141657A40,0x14068E280
021DESTNY,002INJUST,001,ShiningEdge,EXVS2,0x1416578B8,0x14068E280
021DESTNY,003DESTNY,001,BeamBoomerang,EXVS2,0x141657AF0,0x14068E280
021DESTNY,004GNZKWR,001,AssistForceImpulse,EXVS2,0x141657C18,0x14068E280
021DESTNY,004GNZKWR,001,ThrowGrenade,EXVS2,0x141657CD8,0x14068E280
021DESTNY,005IMPULS,001,AssistHissatsuSFlyer,EXVS2,0x141657FB0,0x14068E280
021DESTNY,005IMPULS,001,DefiantJaberinThrow,EXVS2,0x141657E98,0x14068E280
021DESTNY,005IMPULS,001,PororiExcalibur,EXVS2,0x141658388,0x14068E280
021DESTNY,005IMPULS,001,SasariExcalibur,EXVS2,0x141658428,0x14068E280
021DESTNY,005IMPULS,001,ShieldReflect,EXVS2,0x141657DB8,0x14068E280
021DESTNY,005IMPULS,001,ThrowDagger,EXVS2,0x1416584E8,0x14068E280
021DESTNY,006GAIAGN,001,Meteo,EXVS2,0x1416585D0,0x14068E280
021DESTNY,007LEGEND,001,FunnelFly,EXVS2,0x141658718,0x14068E280
021DESTNY,007LEGEND,001,FunnelSword,EXVS2,0x141658868,0x14068E280
021DESTNY,007LEGEND,001,FunnelTukimatoi,EXVS2,0x141658A08,0x14068E280
021DESTNY,007LEGEND,001,FunnelTukimatoiWinlose,EXVS2,0x141658BA8,0x14068E280
021DESTNY,008IMP2LU,001,AssistDestny,EXVS2,0x141658DE8,0x14068E280
021DESTNY,008IMP2LU,001,BalkanExplosion,EXVS2,0x141658FF8,0x14068E280
021DESTNY,008IMP2LU,001,PororiBlastSilhouette,EXVS2,0x141658F58,0x14068E280
021DESTNY,008IMP2LU,001,PororiExcalibur,EXVS2,0x141658C48,0x14068E280
021DESTNY,008IMP2LU,001,PororiForceSilhouette,EXVS2,0x141658EB8,0x14068E280
021DESTNY,008IMP2LU,001,PororiSwordSilhouette,EXVS2,0x141658CE8,0x14068E280
021DESTNY,009INJ2LA,001,AssistFunnelFly,EXVS2,0x1416596F8,0x14068E280
021DESTNY,009INJ2LA,001,AssistStrkfrDragoon,EXVS2,0x1416595B0,0x14068E280
021DESTNY,009INJ2LA,001,AssistStrkfrFullBurst,EXVS2,0x1416594A0,0x14068E280
021DESTNY,009INJ2LA,001,AssistStrkfrLose,EXVS2,0x1416597F0,0x14068E280
021DESTNY,009INJ2LA,001,AssistStrkfrShot,EXVS2,0x141659390,0x14068E280
021DESTNY,009INJ2LA,001,AssistStrkfrTsukimatoi,EXVS2,0x1416591C8,0x14068E280
021DESTNY,009INJ2LA,001,AssistStrkfrTsukimatoiRefollow,EXVS2,0x141659280,0x14068E280
021DESTNY,009INJ2LA,001,Lifter,EXVS2,0x1416590B0,0x14068E280
021DESTNY,011GFIGNT,001,AssistSaviourShot,EXVS2,0x141659CD0,0x14068E280
021DESTNY,011GFIGNT,001,StickerHeatRodMakitukiAbstract,EXVS2,0x141659890,0x14068E280
021DESTNY,012STROUG,001,AssistMurasame,EXVS2,0x14165A2E0,0x14068E280
021DESTNY,012STROUG,001,AssistMurasameWinlose,EXVS2,0x14165A3D0,0x14068E280
021DESTNY,012STROUG,001,AssistOotori,EXVS2,0x14165A108,0x14068E280
021DESTNY,012STROUG,001,ThrowTaikantou,EXVS2,0x14165A1E8,0x14068E280
021DESTNY,013DES2HE,001,BeamBoomerang,EXVS2,0x14165A480,0x14068E280
021DESTNY,015AKATKI,001,BackpackShot,EXVS2,0x14165AF48,0x14068E280
021DESTNY,015AKATKI,001,FunnelBarrierAbstract,EXVS2,0x14165AB80,0x141066890
021DESTNY,015AKATKI,001,FunnelBarrierMatedefense,EXVS2,0x14165AE18,0x14068E280
021DESTNY,015AKATKI,001,FunnelBarrierSelfdefense,EXVS2,0x14165ACA8,0x14068E280
021DESTNY,015AKATKI,001,FunnelFlyAbstract,EXVS2,0x14165A688,0x14068E280
021DESTNY,015AKATKI,001,FunnelFlyHissatsu,EXVS2,0x14165A7D0,0x14068E280
021DESTNY,015AKATKI,001,FunnelShotFullburst,EXVS2,0x14165A968,0x14068E280
021DESTNY,015AKATKI,001,FunnelStay,EXVS2,0x14165AB00,0x14068E280
021DESTNY,015AKATKI,001,ThrowBeamrifleSaber,EXVS2,0x14165A540,0x14068E280
022ASTRAY,001ASTRED,001,SwordThrow,EXVS2,0x14165B000,0x14068E280
022ASTRAY,001ASTRED,001,SwordThrow150,EXVS2,0x14165B0B8,0x14068E280
022ASTRAY,002ASTBSL,001,ArmorSchneiderThrow,EXVS2,0x14165B220,0x14068E280
022ASTRAY,002ASTBSL,001,TArmsThrowHissatsu,EXVS2,0x14169A3F8,0x14068E280
022ASTRAY,002ASTBSL,001,TacticalArmsCounter,EXVS2,0x14165B330,0x14068E280
022ASTRAY,002ASTBSL,001,TacticalArmsDocking,EXVS2,0x14165B410,0x14068E280
022ASTRAY,002ASTBSL,001,TacticalArmsThrow,EXVS2,0x14169A160,0x14068E280
022ASTRAY,003ASTGAT,001,LancerDart,EXVS2,0x14165B568,0x14068E280
022ASTRAY,003ASTGAT,001,LancerDartHissatsu,EXVS2,0x14165B648,0x14068E280
022ASTRAY,003ASTGAT,001,Maganoshirahoko,EXVS2,0x14165B720,0x14068E280
022ASTRAY,004DREDNT,001,DragoonFlyShot,EXVS2,0x14165BC98,0x14068E280
022ASTRAY,004DREDNT,001,DragoonShot,EXVS2,0x14165BB48,0x14068E280
022ASTRAY,004DREDNT,001,PristisPurged,EXVS2,0x14165B9B0,0x14068E280
022ASTRAY,004DREDNT,001,PristisSword,EXVS2,0x14165BDE8,0x14068E280
022ASTRAY,004DREDNT,001,PristisTsukimatoiSelf,EXVS2,0x14165B8C8,0x14068E280
022ASTRAY,005HYPERI,001,FunnelCommonDefense,EXVS2,0x14165BF58,0x14068E280
022ASTRAY,006ASTRKI,001,IkutatiField,EXVS2,0x14165C168,0x14068E280
022ASTRAY,006ASTRKI,001,IkutatiNotify,EXVS2,0x14165C208,0x14068E280
022ASTRAY,006ASTRKI,001,SwordThrow,EXVS2,0x14165C010,0x14068E280
022ASTRAY,006ASTRKI,001,TaDocking,EXVS2,0x14165C2D8,0x14068E280
022ASTRAY,006ASTRKI,001,ThrowRoundSword,EXVS2,0x14165C0C8,0x14068E280
022ASTRAY,008ASTRDR,001,SwordThrow,EXVS2,0x14165C480,0x14068E280
022ASTRAY,008ASTRDR,001,ThrowNageageCalad,EXVS2,0x14165C3C8,0x14068E280
022ASTRAY,009ASTGAM,001,LancerDart,EXVS2,0x14165C560,0x14068E280
022ASTRAY,009ASTGAM,001,Maganoshirahoko,EXVS2,0x14165C638,0x14068E280
022ASTRAY,009ASTGAM,001,OtukisentanThrow,EXVS2,0x14165C708,0x14068E280
022ASTRAY,010ASTBFD,001,BCannonDragoonRefractor,EXVS2,0x14165CA38,0x14068E280
022ASTRAY,010ASTBFD,001,BCannonDragoonShot,EXVS2,0x14165C8A0,0x14068E280
022ASTRAY,010ASTBFD,001,DragoonAttach,EXVS2,0x14165CB00,0x14068E280
022ASTRAY,010ASTBFD,001,DragoonAttachToSword,EXVS2,0x14165D2E0,0x14068E280
022ASTRAY,010ASTBFD,001,SensorDragoonTsukimatoi,EXVS2,0x14165CC98,0x14068E280
022ASTRAY,010ASTBFD,001,StealthDragoonFlySword,EXVS2,0x14165CDE8,0x14068E280
022ASTRAY,010ASTBFD,001,StealthDragoonRefractorAttachReturn,EXVS2,0x14165CEB0,0x14068E280
022ASTRAY,010ASTBFD,001,SwordDragoonThrowHissatsu,EXVS2,0x14165D218,0x14068E280
022ASTRAY,010ASTBFD,001,SwordDragoonThrowReturn,EXVS2,0x14165CFA0,0x14068E280
022ASTRAY,010ASTBFD,001,TransparentRefractor,EXVS2,0x14165D138,0x14068E280
023CROSGN,001CROSX1,001,ShieldSpinThrow,EXVS2,0x14165D418,0x14068E280
023CROSGN,001CROSX1,001,ZamberThrowStick,EXVS2,0x14165D4F8,0x14068E280
023CROSGN,002CROSFC,001,ScissorAnchor,EXVS2,0x14165D6E8,0x14068E280
023CROSGN,002CROSFC,001,SummonVigna2,EXVS2,0x14165D610,0x14068E280
023CROSGN,003CROSX2,001,Anchor,EXVS2,0x14165D7B8,0x14068E280
023CROSGN,003CROSX2,001,AssistBatalla,EXVS2,0x14165DA00,0x14068E280
023CROSGN,003CROSX2,001,HissatsuThrowLance,EXVS2,0x14165D8C0,0x14068E280
023CROSGN,009VIGNA2,001,ThrowBeamSaw,EXVS2,0x14165DB10,0x14068E280
024BLUEDE,001BLDES1,001,GmThrow,EXVS2,0x14165DBF0,0x14068E280
024BLUEDE,001BLDES1,001,WiredMissle,EXVS2,0x14165DCD0,0x14068E280
025GIGLOO,001ZUDAH0,001,AssistZudahRensha,EXVS2,0x14165DDD8,0x14068E280
026GNBELT,001HINGND,001,FinFunnelFly,EXVS2,0x14165DF30,0x14068E280
026GNBELT,001HINGND,001,FinFunnelFlyRensha,EXVS2,0x14165E078,0x14068E280
026GNBELT,001HINGND,001,FinFunnelIFieldBarrier,EXVS2,0x14165E1E8,0x14068E280
026GNBELT,001HINGND,001,FinFunnelTsukimatoiCounter,EXVS2,0x14165E380,0x14068E280
026GNBELT,001HINGND,001,FinFunnelTsukimatoiRensha,EXVS2,0x14165E520,0x14068E280
026GNBELT,001HINGND,001,FinFunnelTsukimatoiShot,EXVS2,0x14165E6C0,0x14068E280
026GNBELT,002NITNGL,001,AssistFunnelFly,EXVS2,0x14165EEF0,0x14068E280
026GNBELT,002NITNGL,001,AssistPsycoDoga,EXVS2,0x14165EDA8,0x14068E280
026GNBELT,002NITNGL,001,FunnelFly,EXVS2,0x14165E808,0x14068E280
026GNBELT,002NITNGL,001,FunnelShot,EXVS2,0x14165E9A0,0x14068E280
026GNBELT,002NITNGL,001,FunnelShotHissatsu,EXVS2,0x14165EB38,0x14068E280
026GNBELT,002NITNGL,001,FunnelSwarm,EXVS2,0x14165ECB0,0x14068E280
027GN00AW,001QUANTA,001,NormalGNSwordBitAttach,EXVS2,0x14165EFB8,0x14068E280
027GN00AW,001QUANTA,001,NormalGNSwordBitFly,EXVS2,0x14165F868,0x14068E280
027GN00AW,001QUANTA,001,NormalGNSwordBitFlySword,EXVS2,0x14165F110,0x14068E280
027GN00AW,001QUANTA,001,NormalGNSwordBitShield,EXVS2,0x14165F2C0,0x14068E280
027GN00AW,001QUANTA,001,QuantumGNSwordBitAttach,EXVS2,0x14165F3A0,0x14068E280
027GN00AW,001QUANTA,001,QuantumGNSwordBitFlySwordNormal,EXVS2,0x14165F518,0x14068E280
027GN00AW,001QUANTA,001,QuantumGNSwordBitFlySwordPunch,EXVS2,0x14165F638,0x14068E280
027GN00AW,001QUANTA,001,QuantumGNSwordBitResident,EXVS2,0x14165F718,0x14068E280
027GN00AW,002RAPHEL,001,AssistSeravee2,EXVS2,0x14165FC88,0x141085C60
027GN00AW,002RAPHEL,001,ClawPunch,EXVS2,0x141660088,0x14068E280
027GN00AW,002RAPHEL,001,FunnelFly,EXVS2,0x141660500,0x14068E280
027GN00AW,003BRAVCT,001,AssistBraveRushShot,EXVS2,0x1416610B0,0x14068E280
027GN00AW,003BRAVCT,001,AttachChangeSaber,EXVS2,0x141661180,0x14068E280
027GN00AW,004QUNTFS,001,AttachChangeEnd,EXVS2,0x141661250,0x14068E280
