class_series,class_unit,class_variant,class_weapon,base_class,visibility,is_virtual,mdisp,pdisp,vdisp,attributes
015GNDMUC,009BANORN,001,RblHydeContainer,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydeContainer,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydeContainer,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydeContainer,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydeContainer,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
015GNDMUC,009BANORN,001,RblHydeContainer,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
015GNDMUC,009BANORN,001,RblHydeContainer,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
015GNDMUC,009BANORN,001,RblHydeContainer,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskAutomata_015GNDMUC_009BANORN_001_RblHydepump@EXVS2@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskAutomataThrow@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblHydepump,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
015GNDMUC,009BANORN,001,RblHydepump,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
015GNDMUC,009BANORN,001,RblHydepump,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
015GNDMUC,009BANORN,001,RblHydepump,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskAutomata_015GNDMUC_009BANORN_001_RblMissile@EXVS2@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskAutomataThrow@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,001,RblMissile,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
015GNDMUC,009BANORN,001,RblMissile,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
015GNDMUC,009BANORN,001,RblMissile,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
015GNDMUC,009BANORN,001,RblMissile,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCUnitTaskAutomata_015GNDMUC_009BANORN_PsychoFieldEffect@EXVS2@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
015GNDMUC,009BANORN,,PsychoFieldEffect,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAutomata_016GUNDMW_003TALGS3_001_AssistTaurus@EXVS2@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAutomataSummonTukimatoiAndActionSimple@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAutomataSummonTukimatoiAndAction@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAutomataSummonTukimatoi@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAutomataSummon@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,003TALGS3,001,AssistTaurus,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskAutomata_016GUNDMW_003TALGS3_001_AssistTaurusGrap@EXVS2@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskAutomataSummonGrap@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskAutomataSummon@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,003TALGS3,001,AssistTaurusGrap,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskAutomata_016GUNDMW_003TALGS3_001_Winlose@EXVS2@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskAutomataPutObj@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,003TALGS3,001,Winlose,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
016GUNDMW,003TALGS3,001,Winlose,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,003TALGS3,001,Winlose,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,003TALGS3,001,Winlose,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskAutomata_016GUNDMW_004DTHELL_001_KamaThrow@EXVS2@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskAutomataThrow@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,004DTHELL,001,KamaThrow,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,004DTHELL,001,KamaThrow,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskAutomata_016GUNDMW_004DTHELL_001_TauruswRensha@EXVS2@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskAutomataSummonRushShot@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskAutomataSummonRush@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskAutomataSummon@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
016GUNDMW,004DTHELL,001,TauruswRensha,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_Funnel@EXVS2@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskAutomataFunnel@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,Funnel,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
017GYAKCH,001NEWGUN,001,Funnel,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,Funnel,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,Funnel,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_FunnelIfiTop@EXVS2@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAutomataFunnelFlyStickOnMySelf@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAutomataFunnelFlyStick@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAutomataFunnelShiftPos@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAutomataFunnel@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,FunnelIfiTop,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_FunnelStayShot@EXVS2@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataFunnelTukimatoi_ShotOrder@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataFunnelMawarikomi_ShotOrder@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataFunnelShotImmediate@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataFunnel@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,FunnelStayShot,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_HissatsuFunnel@EXVS2@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAutomataFunnelSwarm@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAutomataFunnel@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,HissatsuFunnel,.?AVnoncopyable@noncopyable_@boost@@,invisible private/protected,False,8,-1,0,0x4D
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCUnitTaskAutomata_017GYAKCH_001NEWGUN_001_PurgeFunnel@EXVS2@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCUnitTaskAutomataRadicon@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCUnitTaskAutomataAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCUnitTaskActorAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCUnitTaskBattleAbstract@GAM@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCUnitTaskAbstract@FWK@VDK@@,public,False,0,-1,0,0x40
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCTaskEntityActAbstract@DEV@VDK@@,invisible private/protected,False,0,-1,0,0x4D
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCTaskEntityParAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
017GYAKCH,001NEWGUN,001,PurgeFunnel,.?AVCTaskEntityAbstract@DEV@VDK@@,invisible,False,0,-1,0,0x49
